Date,City,Mean Temp,DAY OF THE WEEK
2017-12-09,MIAMI FL,69.5,SATURDAY
2017-12-10,MIAMI FL,57,SUNDAY
2017-12-11,MIAMI FL,60.5,MONDAY
2017-12-12,MIAMI FL,61,TUESDAY
2017-12-13,MIAMI FL,59.5,WEDNESDAY
2017-12-14,MIAMI FL,60,THURSDAY
2017-12-15,MIAMI FL,66,FRIDAY
2017-12-16,MIAMI FL,71,SATURDAY
2017-12-17,MIAMI FL,75,SUNDAY
2017-12-18,MIAMI FL,76.5,MONDAY
2017-12-19,MIAMI FL,75,TUESDAY
2017-12-20,MIAMI FL,74.5,WEDNESDAY
2017-12-21,MIAMI FL,76.5,THURSDAY
2017-12-22,MIAMI FL,76,FRIDAY
2017-12-23,MIAMI FL,75.5,SATURDAY
2017-12-24,MIAMI FL,73.5,SUNDAY
2017-12-25,MIAMI FL,74,MONDAY
2017-12-26,MIAMI FL,76.5,TUESDAY
2017-12-27,MIAMI FL,77.5,WEDNESDAY
2017-12-28,MIAMI FL,75,THURSDAY
2017-12-29,MIAMI FL,70.5,FRIDAY
2017-12-30,MIAMI FL,63,SATURDAY
2017-12-31,MIAMI FL,66,SUNDAY
2018-01-01,MIAMI FL,70,MONDAY
2018-01-02,MIAMI FL,64.5,TUESDAY
2018-01-03,MIAMI FL,61,WEDNESDAY
2018-01-04,MIAMI FL,52,THURSDAY
2018-01-05,MIAMI FL,55,FRIDAY
2018-01-06,MIAMI FL,59.5,SATURDAY
2018-01-07,MIAMI FL,63,SUNDAY
2018-01-08,MIAMI FL,70.5,MONDAY
2018-01-09,MIAMI FL,73,TUESDAY
2018-01-10,MIAMI FL,73,WEDNESDAY
2018-01-11,MIAMI FL,75,THURSDAY
2018-01-12,MIAMI FL,78,FRIDAY
2018-01-13,MIAMI FL,67,SATURDAY
2018-01-14,MIAMI FL,63.5,SUNDAY
2018-01-15,MIAMI FL,65,MONDAY
2018-01-16,MIAMI FL,69,TUESDAY
2018-01-17,MIAMI FL,65.5,WEDNESDAY
2018-01-18,MIAMI FL,54,THURSDAY
2018-01-19,MIAMI FL,61.5,FRIDAY
2018-01-20,MIAMI FL,69,SATURDAY
2018-01-21,MIAMI FL,74.5,SUNDAY
2018-01-22,MIAMI FL,75.5,MONDAY
2018-01-23,MIAMI FL,78.5,TUESDAY
2018-01-24,MIAMI FL,75.5,WEDNESDAY
2018-01-25,MIAMI FL,70,THURSDAY
2018-01-26,MIAMI FL,72,FRIDAY
2018-01-27,MIAMI FL,74.5,SATURDAY
2018-01-28,MIAMI FL,77,SUNDAY
2018-01-29,MIAMI FL,76,MONDAY
2018-01-30,MIAMI FL,64.5,TUESDAY
2018-01-31,MIAMI FL,64,WEDNESDAY
2018-02-01,MIAMI FL,68.5,THURSDAY
2018-02-02,MIAMI FL,73,FRIDAY
2018-02-03,MIAMI FL,71,SATURDAY
2018-02-04,MIAMI FL,74.5,SUNDAY
2018-02-05,MIAMI FL,77,MONDAY
2018-02-06,MIAMI FL,74.5,TUESDAY
2018-02-07,MIAMI FL,77.5,WEDNESDAY
2018-02-08,MIAMI FL,78.5,THURSDAY
2018-02-09,MIAMI FL,77.5,FRIDAY
2018-02-10,MIAMI FL,78,SATURDAY
2018-02-11,MIAMI FL,80,SUNDAY
2018-02-12,MIAMI FL,79.5,MONDAY
2018-02-13,MIAMI FL,79,TUESDAY
2018-02-14,MIAMI FL,77.5,WEDNESDAY
2018-02-15,MIAMI FL,74.5,THURSDAY
2018-02-16,MIAMI FL,73.5,FRIDAY
2018-02-17,MIAMI FL,75,SATURDAY
2018-02-18,MIAMI FL,77,SUNDAY
2018-02-19,MIAMI FL,77,MONDAY
2018-02-20,MIAMI FL,78.5,TUESDAY
2018-02-21,MIAMI FL,78.5,WEDNESDAY
2018-02-22,MIAMI FL,77.5,THURSDAY
2018-02-23,MIAMI FL,77,FRIDAY
2018-02-24,MIAMI FL,76.5,SATURDAY
2018-02-25,MIAMI FL,76.5,SUNDAY
2018-02-26,MIAMI FL,77.5,MONDAY
2018-02-27,MIAMI FL,76.5,TUESDAY
2018-02-28,MIAMI FL,75.5,WEDNESDAY
2018-03-01,MIAMI FL,75.5,THURSDAY
2018-03-02,MIAMI FL,78.5,FRIDAY
2018-03-03,MIAMI FL,71,SATURDAY
2018-03-04,MIAMI FL,69,SUNDAY
2018-03-05,MIAMI FL,67,MONDAY
2018-03-06,MIAMI FL,68,TUESDAY
2018-03-07,MIAMI FL,74,WEDNESDAY
2018-03-08,MIAMI FL,65,THURSDAY
2018-03-09,MIAMI FL,62.5,FRIDAY
2018-03-10,MIAMI FL,67.5,SATURDAY
2018-03-11,MIAMI FL,78.5,SUNDAY
2018-03-12,MIAMI FL,68.5,MONDAY
2018-03-13,MIAMI FL,63,TUESDAY
2018-03-14,MIAMI FL,64,WEDNESDAY
2018-03-15,MIAMI FL,63,THURSDAY
2018-03-16,MIAMI FL,65.5,FRIDAY
2018-03-17,MIAMI FL,71,SATURDAY
2018-03-18,MIAMI FL,75,SUNDAY
2018-03-19,MIAMI FL,76,MONDAY
2018-03-20,MIAMI FL,80,TUESDAY
2018-03-21,MIAMI FL,70.5,WEDNESDAY
2018-03-22,MIAMI FL,65,THURSDAY
2018-03-23,MIAMI FL,65,FRIDAY
2018-03-24,MIAMI FL,69,SATURDAY
2018-03-25,MIAMI FL,72,SUNDAY
2018-03-26,MIAMI FL,75.5,MONDAY
2018-03-27,MIAMI FL,74,TUESDAY
2018-03-28,MIAMI FL,74,WEDNESDAY
2018-03-29,MIAMI FL,75.5,THURSDAY
2018-03-30,MIAMI FL,76,FRIDAY
2018-03-31,MIAMI FL,76,SATURDAY
2018-04-01,MIAMI FL,77.5,SUNDAY
2018-04-02,MIAMI FL,76,MONDAY
2018-04-03,MIAMI FL,77,TUESDAY
2018-04-04,MIAMI FL,78,WEDNESDAY
2018-04-05,MIAMI FL,75.5,THURSDAY
2018-04-06,MIAMI FL,75.5,FRIDAY
2018-04-07,MIAMI FL,79,SATURDAY
2018-04-08,MIAMI FL,79.5,SUNDAY
2018-04-09,MIAMI FL,80.5,MONDAY
2018-04-10,MIAMI FL,82,TUESDAY
2018-04-11,MIAMI FL,78,WEDNESDAY
2018-04-12,MIAMI FL,75.5,THURSDAY
2018-04-13,MIAMI FL,77,FRIDAY
2018-04-14,MIAMI FL,78.5,SATURDAY
2018-04-15,MIAMI FL,79,SUNDAY
2018-04-16,MIAMI FL,72,MONDAY
2018-04-17,MIAMI FL,70,TUESDAY
2018-04-18,MIAMI FL,72.5,WEDNESDAY
2018-04-19,MIAMI FL,76,THURSDAY
2018-04-20,MIAMI FL,78,FRIDAY
2018-04-21,MIAMI FL,78,SATURDAY
2018-04-22,MIAMI FL,79.5,SUNDAY
2018-04-23,MIAMI FL,77.5,MONDAY
2018-04-24,MIAMI FL,82,TUESDAY
2018-04-25,MIAMI FL,76.5,WEDNESDAY
2018-04-26,MIAMI FL,74.5,THURSDAY
2018-04-27,MIAMI FL,76.5,FRIDAY
2018-04-28,MIAMI FL,76.5,SATURDAY
2018-04-29,MIAMI FL,76.5,SUNDAY
2018-04-30,MIAMI FL,78.5,MONDAY
2018-05-01,MIAMI FL,78,TUESDAY
2018-05-02,MIAMI FL,77.5,WEDNESDAY
2018-05-03,MIAMI FL,79,THURSDAY
2018-05-04,MIAMI FL,77,FRIDAY
2018-05-05,MIAMI FL,78,SATURDAY
2018-05-06,MIAMI FL,79.5,SUNDAY
2018-05-07,MIAMI FL,80,MONDAY
2018-05-08,MIAMI FL,80.5,TUESDAY
2018-05-09,MIAMI FL,79.5,WEDNESDAY
2018-05-10,MIAMI FL,78.5,THURSDAY
2018-05-11,MIAMI FL,80,FRIDAY
2018-05-12,MIAMI FL,78,SATURDAY
2018-05-13,MIAMI FL,76,SUNDAY
2018-05-14,MIAMI FL,77.5,MONDAY
2018-05-15,MIAMI FL,78,TUESDAY
2018-05-16,MIAMI FL,79,WEDNESDAY
2018-05-17,MIAMI FL,77,THURSDAY
2018-05-18,MIAMI FL,79,FRIDAY
2018-05-19,MIAMI FL,74.5,SATURDAY
2018-05-20,MIAMI FL,75.5,SUNDAY
2018-05-21,MIAMI FL,77.5,MONDAY
2018-05-22,MIAMI FL,80.5,TUESDAY
2018-05-23,MIAMI FL,81,WEDNESDAY
2018-05-24,MIAMI FL,81,THURSDAY
2018-05-25,MIAMI FL,76.5,FRIDAY
2018-05-26,MIAMI FL,74.5,SATURDAY
2018-05-27,MIAMI FL,78.5,SUNDAY
2018-05-28,MIAMI FL,77.5,MONDAY
2018-05-29,MIAMI FL,79.5,TUESDAY
2018-05-30,MIAMI FL,83,WEDNESDAY
2018-05-31,MIAMI FL,79.5,THURSDAY
2018-06-01,MIAMI FL,80.5,FRIDAY
2018-06-02,MIAMI FL,81.5,SATURDAY
2018-06-03,MIAMI FL,84.5,SUNDAY
2018-06-04,MIAMI FL,85,MONDAY
2018-06-05,MIAMI FL,86,TUESDAY
2018-06-06,MIAMI FL,85.5,WEDNESDAY
2018-06-07,MIAMI FL,80,THURSDAY
2018-06-08,MIAMI FL,82,FRIDAY
2018-06-09,MIAMI FL,78.5,SATURDAY
2018-06-10,MIAMI FL,80.5,SUNDAY
2018-06-11,MIAMI FL,80,MONDAY
2018-06-12,MIAMI FL,81,TUESDAY
2018-06-13,MIAMI FL,82.5,WEDNESDAY
2018-06-14,MIAMI FL,80.5,THURSDAY
2018-06-15,MIAMI FL,81.5,FRIDAY
2018-06-16,MIAMI FL,81.5,SATURDAY
2018-06-17,MIAMI FL,83.5,SUNDAY
2018-06-18,MIAMI FL,83,MONDAY
2018-06-19,MIAMI FL,83,TUESDAY
2018-06-20,MIAMI FL,84.5,WEDNESDAY
2018-06-21,MIAMI FL,86,THURSDAY
2018-06-22,MIAMI FL,84.5,FRIDAY
2018-06-23,MIAMI FL,82.5,SATURDAY
2018-06-24,MIAMI FL,83,SUNDAY
2018-06-25,MIAMI FL,84,MONDAY
2018-06-26,MIAMI FL,84,TUESDAY
2018-06-27,MIAMI FL,82,WEDNESDAY
2018-06-28,MIAMI FL,83.5,THURSDAY
2018-06-29,MIAMI FL,82.5,FRIDAY
2018-06-30,MIAMI FL,81,SATURDAY
2018-07-01,MIAMI FL,82.5,SUNDAY
2018-07-02,MIAMI FL,84.5,MONDAY
2018-07-03,MIAMI FL,83.5,TUESDAY
2018-07-04,MIAMI FL,81.5,WEDNESDAY
2018-07-05,MIAMI FL,83,THURSDAY
2018-07-06,MIAMI FL,81,FRIDAY
2018-07-07,MIAMI FL,82.5,SATURDAY
2018-07-08,MIAMI FL,84.5,SUNDAY
2018-07-09,MIAMI FL,85.5,MONDAY
2018-07-10,MIAMI FL,82,TUESDAY
2018-07-11,MIAMI FL,82.5,WEDNESDAY
2018-07-12,MIAMI FL,83,THURSDAY
2018-07-13,MIAMI FL,84,FRIDAY
2018-07-14,MIAMI FL,84,SATURDAY
2018-07-15,MIAMI FL,83.5,SUNDAY
2018-07-16,MIAMI FL,85.5,MONDAY
2018-07-17,MIAMI FL,85.5,TUESDAY
2018-07-18,MIAMI FL,84.5,WEDNESDAY
2018-07-19,MIAMI FL,86,THURSDAY
2018-07-20,MIAMI FL,85,FRIDAY
2018-07-21,MIAMI FL,86.5,SATURDAY
2018-07-22,MIAMI FL,86,SUNDAY
2018-07-23,MIAMI FL,84.5,MONDAY
2018-07-24,MIAMI FL,81.5,TUESDAY
2018-07-25,MIAMI FL,85.5,WEDNESDAY
2018-07-26,MIAMI FL,84,THURSDAY
2018-07-27,MIAMI FL,83,FRIDAY
2018-07-28,MIAMI FL,83.5,SATURDAY
2018-07-29,MIAMI FL,81,SUNDAY
2018-07-30,MIAMI FL,80,MONDAY
2018-07-31,MIAMI FL,83.5,TUESDAY
2018-08-01,MIAMI FL,84,WEDNESDAY
2018-08-02,MIAMI FL,82,THURSDAY
2018-08-03,MIAMI FL,84,FRIDAY
2018-08-04,MIAMI FL,83,SATURDAY
2018-08-05,MIAMI FL,85,SUNDAY
2018-08-06,MIAMI FL,83.5,MONDAY
2018-08-07,MIAMI FL,84.5,TUESDAY
2018-08-08,MIAMI FL,84.5,WEDNESDAY
2018-08-09,MIAMI FL,82.5,THURSDAY
2018-08-10,MIAMI FL,83.5,FRIDAY
2018-08-11,MIAMI FL,82.5,SATURDAY
2018-08-12,MIAMI FL,81,SUNDAY
2018-08-13,MIAMI FL,82,MONDAY
2018-08-14,MIAMI FL,84.5,TUESDAY
2018-08-15,MIAMI FL,85.5,WEDNESDAY
2018-08-16,MIAMI FL,84.5,THURSDAY
2018-08-17,MIAMI FL,86,FRIDAY
2018-08-18,MIAMI FL,83,SATURDAY
2018-08-19,MIAMI FL,83,SUNDAY
2018-08-20,MIAMI FL,85,MONDAY
2018-08-21,MIAMI FL,84,TUESDAY
2018-08-22,MIAMI FL,85,WEDNESDAY
2018-08-23,MIAMI FL,84.5,THURSDAY
2018-08-24,MIAMI FL,82.5,FRIDAY
2018-08-25,MIAMI FL,80.5,SATURDAY
2018-08-26,MIAMI FL,82.5,SUNDAY
2018-08-27,MIAMI FL,83,MONDAY
2018-08-28,MIAMI FL,82.5,TUESDAY
2018-08-29,MIAMI FL,83.5,WEDNESDAY
2018-08-30,MIAMI FL,82.5,THURSDAY
2018-08-31,MIAMI FL,84,FRIDAY
2018-09-01,MIAMI FL,82.5,SATURDAY
2018-09-02,MIAMI FL,81,SUNDAY
2018-09-03,MIAMI FL,77.5,MONDAY
2018-09-04,MIAMI FL,83,TUESDAY
2018-09-05,MIAMI FL,84,WEDNESDAY
2018-09-06,MIAMI FL,82.5,THURSDAY
2018-09-07,MIAMI FL,79.5,FRIDAY
2018-09-08,MIAMI FL,79,SATURDAY
2018-09-09,MIAMI FL,82,SUNDAY
2018-09-10,MIAMI FL,80.5,MONDAY
2018-09-11,MIAMI FL,84,TUESDAY
2018-09-12,MIAMI FL,85.5,WEDNESDAY
2018-09-13,MIAMI FL,85.5,THURSDAY
2018-09-14,MIAMI FL,83.5,FRIDAY
2018-09-15,MIAMI FL,83,SATURDAY
2018-09-16,MIAMI FL,84,SUNDAY
2018-09-17,MIAMI FL,86,MONDAY
2018-09-18,MIAMI FL,84.5,TUESDAY
2018-09-19,MIAMI FL,84.5,WEDNESDAY
2018-09-20,MIAMI FL,84.5,THURSDAY
2018-09-21,MIAMI FL,81.5,FRIDAY
2018-09-22,MIAMI FL,82.5,SATURDAY
2018-09-23,MIAMI FL,84,SUNDAY
2018-09-24,MIAMI FL,85.5,MONDAY
2018-09-25,MIAMI FL,83.5,TUESDAY
2018-09-26,MIAMI FL,86,WEDNESDAY
2018-09-27,MIAMI FL,86,THURSDAY
2018-09-28,MIAMI FL,85,FRIDAY
2018-09-29,MIAMI FL,84,SATURDAY
2018-09-30,MIAMI FL,84,SUNDAY
2018-10-01,MIAMI FL,84,MONDAY
2018-10-02,MIAMI FL,82,TUESDAY
2018-10-03,MIAMI FL,81.5,WEDNESDAY
2018-10-04,MIAMI FL,82,THURSDAY
2018-10-05,MIAMI FL,82.5,FRIDAY
2018-10-06,MIAMI FL,82,SATURDAY
2018-10-07,MIAMI FL,81.5,SUNDAY
2018-10-08,MIAMI FL,82.5,MONDAY
2018-10-09,MIAMI FL,83.5,TUESDAY
2018-10-10,MIAMI FL,85.5,WEDNESDAY
2018-10-11,MIAMI FL,84,THURSDAY
2018-10-12,MIAMI FL,83.5,FRIDAY
2018-10-13,MIAMI FL,83.5,SATURDAY
2018-10-14,MIAMI FL,82.5,SUNDAY
2018-10-15,MIAMI FL,83.5,MONDAY
2018-10-16,MIAMI FL,84.5,TUESDAY
2018-10-17,MIAMI FL,83,WEDNESDAY
2018-10-18,MIAMI FL,83,THURSDAY
2018-10-19,MIAMI FL,81,FRIDAY
2018-10-20,MIAMI FL,81,SATURDAY
2018-10-21,MIAMI FL,83,SUNDAY
2018-10-22,MIAMI FL,80.5,MONDAY
2018-10-23,MIAMI FL,80,TUESDAY
2018-10-24,MIAMI FL,80.5,WEDNESDAY
2018-10-25,MIAMI FL,79.5,THURSDAY
2018-10-26,MIAMI FL,81.5,FRIDAY
2018-10-27,MIAMI FL,80.5,SATURDAY
2018-10-28,MIAMI FL,73.5,SUNDAY
2018-10-29,MIAMI FL,74.5,MONDAY
2018-10-30,MIAMI FL,74.5,TUESDAY
2018-10-31,MIAMI FL,76,WEDNESDAY
2018-11-01,MIAMI FL,79.5,THURSDAY
2018-11-02,MIAMI FL,79.5,FRIDAY
2018-11-03,MIAMI FL,77.5,SATURDAY
2018-11-04,MIAMI FL,80.5,SUNDAY
2018-11-05,MIAMI FL,79,MONDAY
2018-11-06,MIAMI FL,79,TUESDAY
2018-11-07,MIAMI FL,80,WEDNESDAY
2018-11-08,MIAMI FL,80.5,THURSDAY
2018-11-09,MIAMI FL,80,FRIDAY
2018-11-10,MIAMI FL,81,SATURDAY
2018-11-11,MIAMI FL,79.5,SUNDAY
2018-11-12,MIAMI FL,79,MONDAY
2018-11-13,MIAMI FL,81,TUESDAY
2018-11-14,MIAMI FL,81,WEDNESDAY
2018-11-15,MIAMI FL,75.5,THURSDAY
2018-11-16,MIAMI FL,67.5,FRIDAY
2018-11-17,MIAMI FL,71,SATURDAY
2018-11-18,MIAMI FL,76.5,SUNDAY
2018-11-19,MIAMI FL,77.5,MONDAY
2018-11-20,MIAMI FL,77.5,TUESDAY
2018-11-21,MIAMI FL,77.5,WEDNESDAY
2018-11-22,MIAMI FL,74.5,THURSDAY
2018-11-23,MIAMI FL,74.5,FRIDAY
2018-11-24,MIAMI FL,76,SATURDAY
2018-11-25,MIAMI FL,77.5,SUNDAY
2018-11-26,MIAMI FL,76.5,MONDAY
2018-11-27,MIAMI FL,64,TUESDAY
2018-11-28,MIAMI FL,57.5,WEDNESDAY
2018-11-29,MIAMI FL,61.5,THURSDAY
2018-11-30,MIAMI FL,70.5,FRIDAY
2018-12-01,MIAMI FL,78,SATURDAY
2018-12-02,MIAMI FL,80.5,SUNDAY
2018-12-03,MIAMI FL,81,MONDAY
2018-12-04,MIAMI FL,79,TUESDAY
2018-12-05,MIAMI FL,66.5,WEDNESDAY
2018-12-06,MIAMI FL,65.5,THURSDAY
2018-12-07,MIAMI FL,71.5,FRIDAY
2018-12-08,MIAMI FL,74,SATURDAY
2018-12-09,MIAMI FL,78,SUNDAY
2018-12-10,MIAMI FL,66.5,MONDAY
2018-12-11,MIAMI FL,59.5,TUESDAY
2018-12-12,MIAMI FL,63.5,WEDNESDAY
2018-12-13,MIAMI FL,73,THURSDAY
2018-12-14,MIAMI FL,77,FRIDAY
2018-12-15,MIAMI FL,75,SATURDAY
2018-12-16,MIAMI FL,72.5,SUNDAY
2018-12-17,MIAMI FL,65,MONDAY
2018-12-18,MIAMI FL,66.5,TUESDAY
2018-12-19,MIAMI FL,69.5,WEDNESDAY
2018-12-20,MIAMI FL,74,THURSDAY
2018-12-21,MIAMI FL,67.5,FRIDAY
2018-12-22,MIAMI FL,61,SATURDAY
2018-12-23,MIAMI FL,64.5,SUNDAY
2018-12-24,MIAMI FL,69,MONDAY
2018-12-25,MIAMI FL,69.5,TUESDAY
2018-12-26,MIAMI FL,73.5,WEDNESDAY
2018-12-27,MIAMI FL,77,THURSDAY
2018-12-28,MIAMI FL,78.5,FRIDAY
2018-12-29,MIAMI FL,78.5,SATURDAY
2018-12-30,MIAMI FL,76,SUNDAY
2018-12-31,MIAMI FL,77,MONDAY
2016-01-01,SILICON VALLEY,43,FRIDAY
2016-01-02,SILICON VALLEY,47.5,SATURDAY
2016-01-03,SILICON VALLEY,48.5,SUNDAY
2016-01-04,SILICON VALLEY,52.5,MONDAY
2016-01-05,SILICON VALLEY,52.5,TUESDAY
2016-01-06,SILICON VALLEY,51.5,WEDNESDAY
2016-01-07,SILICON VALLEY,48.5,THURSDAY
2016-01-08,SILICON VALLEY,46.5,FRIDAY
2016-01-09,SILICON VALLEY,51.5,SATURDAY
2016-01-10,SILICON VALLEY,52,SUNDAY
2016-01-11,SILICON VALLEY,53,MONDAY
2016-01-12,SILICON VALLEY,54,TUESDAY
2016-01-13,SILICON VALLEY,53.5,WEDNESDAY
2016-01-14,SILICON VALLEY,50.5,THURSDAY
2016-01-15,SILICON VALLEY,53.5,FRIDAY
2016-01-16,SILICON VALLEY,56,SATURDAY
2016-01-17,SILICON VALLEY,57,SUNDAY
2016-01-18,SILICON VALLEY,57,MONDAY
2016-01-19,SILICON VALLEY,57.5,TUESDAY
2016-01-20,SILICON VALLEY,51.5,WEDNESDAY
2016-01-21,SILICON VALLEY,56,THURSDAY
2016-01-22,SILICON VALLEY,57,FRIDAY
2016-01-23,SILICON VALLEY,54.5,SATURDAY
2016-01-24,SILICON VALLEY,53,SUNDAY
2016-01-25,SILICON VALLEY,53.5,MONDAY
2016-01-26,SILICON VALLEY,51.5,TUESDAY
2016-01-27,SILICON VALLEY,55,WEDNESDAY
2016-01-28,SILICON VALLEY,53,THURSDAY
2016-01-29,SILICON VALLEY,57,FRIDAY
2016-01-30,SILICON VALLEY,54.5,SATURDAY
2016-01-31,SILICON VALLEY,51,SUNDAY
2016-02-01,SILICON VALLEY,50.5,MONDAY
2016-02-02,SILICON VALLEY,50.5,TUESDAY
2016-02-03,SILICON VALLEY,47.5,WEDNESDAY
2016-02-04,SILICON VALLEY,52.5,THURSDAY
2016-02-05,SILICON VALLEY,52,FRIDAY
2016-02-06,SILICON VALLEY,54,SATURDAY
2016-02-07,SILICON VALLEY,57.5,SUNDAY
2016-02-08,SILICON VALLEY,62,MONDAY
2016-02-09,SILICON VALLEY,60,TUESDAY
2016-02-10,SILICON VALLEY,58.5,WEDNESDAY
2016-02-11,SILICON VALLEY,57.5,THURSDAY
2016-02-12,SILICON VALLEY,56.5,FRIDAY
2016-02-13,SILICON VALLEY,59.5,SATURDAY
2016-02-14,SILICON VALLEY,58.5,SUNDAY
2016-02-15,SILICON VALLEY,64,MONDAY
2016-02-16,SILICON VALLEY,63.5,TUESDAY
2016-02-17,SILICON VALLEY,59.5,WEDNESDAY
2016-02-18,SILICON VALLEY,55.5,THURSDAY
2016-02-19,SILICON VALLEY,55,FRIDAY
2016-02-20,SILICON VALLEY,52.5,SATURDAY
2016-02-21,SILICON VALLEY,53,SUNDAY
2016-02-22,SILICON VALLEY,58,MONDAY
2016-02-23,SILICON VALLEY,59,TUESDAY
2016-02-24,SILICON VALLEY,57.5,WEDNESDAY
2016-02-25,SILICON VALLEY,58.5,THURSDAY
2016-02-26,SILICON VALLEY,61,FRIDAY
2016-02-27,SILICON VALLEY,60,SATURDAY
2016-02-28,SILICON VALLEY,58,SUNDAY
2016-02-29,SILICON VALLEY,59.5,MONDAY
2016-03-01,SILICON VALLEY,61.5,TUESDAY
2016-03-02,SILICON VALLEY,60.5,WEDNESDAY
2016-03-03,SILICON VALLEY,61,THURSDAY
2016-03-04,SILICON VALLEY,62,FRIDAY
2016-03-05,SILICON VALLEY,60.5,SATURDAY
2016-03-06,SILICON VALLEY,54.5,SUNDAY
2016-03-07,SILICON VALLEY,54,MONDAY
2016-03-08,SILICON VALLEY,52,TUESDAY
2016-03-09,SILICON VALLEY,58.5,WEDNESDAY
2016-03-10,SILICON VALLEY,58.5,THURSDAY
2016-03-11,SILICON VALLEY,56,FRIDAY
2016-03-12,SILICON VALLEY,54.5,SATURDAY
2016-03-13,SILICON VALLEY,59,SUNDAY
2016-03-14,SILICON VALLEY,56,MONDAY
2016-03-15,SILICON VALLEY,55.5,TUESDAY
2016-03-16,SILICON VALLEY,59.5,WEDNESDAY
2016-03-17,SILICON VALLEY,63.5,THURSDAY
2016-03-18,SILICON VALLEY,57.5,FRIDAY
2016-03-19,SILICON VALLEY,60,SATURDAY
2016-03-20,SILICON VALLEY,60,SUNDAY
2016-03-21,SILICON VALLEY,59,MONDAY
2016-03-22,SILICON VALLEY,56,TUESDAY
2016-03-23,SILICON VALLEY,57,WEDNESDAY
2016-03-24,SILICON VALLEY,57.5,THURSDAY
2016-03-25,SILICON VALLEY,57.5,FRIDAY
2016-03-26,SILICON VALLEY,58.5,SATURDAY
2016-03-27,SILICON VALLEY,56.5,SUNDAY
2016-03-28,SILICON VALLEY,54,MONDAY
2016-03-29,SILICON VALLEY,55.5,TUESDAY
2016-03-30,SILICON VALLEY,55.5,WEDNESDAY
2016-03-31,SILICON VALLEY,58,THURSDAY
2016-04-01,SILICON VALLEY,57.5,FRIDAY
2016-04-02,SILICON VALLEY,59.5,SATURDAY
2016-04-03,SILICON VALLEY,56.5,SUNDAY
2016-04-04,SILICON VALLEY,59,MONDAY
2016-04-05,SILICON VALLEY,64.5,TUESDAY
2016-04-06,SILICON VALLEY,71,WEDNESDAY
2016-04-07,SILICON VALLEY,66.5,THURSDAY
2016-04-08,SILICON VALLEY,63,FRIDAY
2016-04-09,SILICON VALLEY,61,SATURDAY
2016-04-10,SILICON VALLEY,56.5,SUNDAY
2016-04-11,SILICON VALLEY,59,MONDAY
2016-04-12,SILICON VALLEY,57.5,TUESDAY
2016-04-13,SILICON VALLEY,58.5,WEDNESDAY
2016-04-14,SILICON VALLEY,56.5,THURSDAY
2016-04-15,SILICON VALLEY,57.5,FRIDAY
2016-04-16,SILICON VALLEY,65,SATURDAY
2016-04-17,SILICON VALLEY,68.5,SUNDAY
2016-04-18,SILICON VALLEY,69,MONDAY
2016-04-19,SILICON VALLEY,68.5,TUESDAY
2016-04-20,SILICON VALLEY,63.5,WEDNESDAY
2016-04-21,SILICON VALLEY,65,THURSDAY
2016-04-22,SILICON VALLEY,57.5,FRIDAY
2016-04-23,SILICON VALLEY,57,SATURDAY
2016-04-24,SILICON VALLEY,57,SUNDAY
2016-04-25,SILICON VALLEY,55,MONDAY
2016-04-26,SILICON VALLEY,54.5,TUESDAY
2016-04-27,SILICON VALLEY,54.5,WEDNESDAY
2016-04-28,SILICON VALLEY,55.5,THURSDAY
2016-04-29,SILICON VALLEY,54,FRIDAY
2016-04-30,SILICON VALLEY,60,SATURDAY
2016-05-01,SILICON VALLEY,67,SUNDAY
2016-05-02,SILICON VALLEY,58,MONDAY
2016-05-03,SILICON VALLEY,58,TUESDAY
2016-05-04,SILICON VALLEY,59.5,WEDNESDAY
2016-05-05,SILICON VALLEY,60.5,THURSDAY
2016-05-06,SILICON VALLEY,56,FRIDAY
2016-05-07,SILICON VALLEY,58.5,SATURDAY
2016-05-08,SILICON VALLEY,61,SUNDAY
2016-05-09,SILICON VALLEY,60,MONDAY
2016-05-10,SILICON VALLEY,59.5,TUESDAY
2016-05-11,SILICON VALLEY,59,WEDNESDAY
2016-05-12,SILICON VALLEY,59,THURSDAY
2016-05-13,SILICON VALLEY,60.5,FRIDAY
2016-05-14,SILICON VALLEY,62.5,SATURDAY
2016-05-15,SILICON VALLEY,61,SUNDAY
2016-05-16,SILICON VALLEY,62.5,MONDAY
2016-05-17,SILICON VALLEY,70.5,TUESDAY
2016-05-18,SILICON VALLEY,64.5,WEDNESDAY
2016-05-19,SILICON VALLEY,58.5,THURSDAY
2016-05-20,SILICON VALLEY,57,FRIDAY
2016-05-21,SILICON VALLEY,59,SATURDAY
2016-05-22,SILICON VALLEY,60,SUNDAY
2016-05-23,SILICON VALLEY,60,MONDAY
2016-05-24,SILICON VALLEY,60.5,TUESDAY
2016-05-25,SILICON VALLEY,60.5,WEDNESDAY
2016-05-26,SILICON VALLEY,62.5,THURSDAY
2016-05-27,SILICON VALLEY,63,FRIDAY
2016-05-28,SILICON VALLEY,67.5,SATURDAY
2016-05-29,SILICON VALLEY,62.5,SUNDAY
2016-05-30,SILICON VALLEY,61.5,MONDAY
2016-05-31,SILICON VALLEY,63,TUESDAY
2016-06-01,SILICON VALLEY,64,WEDNESDAY
2016-06-02,SILICON VALLEY,63,THURSDAY
